system:index,Name,OBJECTID,blue,green,latitude,longitude,nbr,ndvi,nir,pixel_qa,red,swir1,swir2,.geo
1_1_LT05_119038_20031113_00003df56065d95e53df_0,Changshu1,1,816,1019,31.67444365,120.7658911,0.14518519,0.20498832,1546,66,1020,1556,1154,
1_2_LE07_119038_20031121_00003df56065d95e53df_0,Changshu1,1,1063,1104,31.67444365,120.7658911,0.24948454,0.13995485,1515,66,1143,1199,910,
1_2_LE07_119038_20031207_00003df56065d95e53df_0,Changshu1,1,787,946,31.67444365,120.7658911,0.123789765,0.19353653,1625,66,1098,1645,1267,
1_1_LT05_119038_20031215_00003df56065d95e53df_0,Changshu1,1,1153,1208,31.67444365,120.7658911,0.12582782,0.13165681,1530,66,1174,1551,1188,
1_2_LE07_119038_20031223_00003df56065d95e53df_0,Changshu1,1,1134,1234,31.67444365,120.7658911,0.07427414,0.07937585,1591,66,1357,1647,1371,
1_2_LE07_119038_20040124_00003df56065d95e53df_0,Changshu1,1,838,1064,31.67444365,120.7658911,0.06769437,0.11867978,1593,66,1255,1662,1391,
1_2_LE07_119038_20040209_00003df56065d95e53df_0,Changshu1,1,1062,1219,31.67444365,120.7658911,0.04990403,0.07536042,1641,66,1411,1634,1485,
1_2_LE07_119038_20040225_00003df56065d95e53df_0,Changshu1,1,1162,1274,31.67444365,120.7658911,0.13680154,0.13243762,1770,66,1356,1645,1344,
1_1_LT05_119038_20040304_00003df56065d95e53df_0,Changshu1,1,819,1119,31.67444365,120.7658911,0.08527132,0.15041086,1610,66,1189,1612,1357,
1_2_LE07_119038_20040328_00003df56065d95e53df_0,Changshu1,1,1348,1715,31.67444365,120.7658911,0.1227758,0.15409236,2524,66,1850,2252,1972,
1_1_LT05_119038_20040405_00003df56065d95e53df_0,Changshu1,1,990,1490,31.67444365,120.7658911,0.10932642,0.16930638,2141,66,1521,2048,1719,
1_1_LT05_119038_20040523_00003df56065d95e53df_0,Changshu1,1,1088,1432,31.67444365,120.7658911,0.17895204,0.25680473,2655,66,1570,2209,1849,
1_1_LT05_119038_20040608_00003df56065d95e53df_0,Changshu1,1,2356,2418,31.67444365,120.7658911,0.15722199,0.0925181,2716,66,2256,2474,1978,
1_1_LT05_119038_20040710_00003df56065d95e53df_0,Changshu1,1,1316,1392,31.67444365,120.7658911,0.42939866,0.44159928,3209,66,1243,2274,1281,
1_1_LT05_119038_20040726_00003df56065d95e53df_0,Changshu1,1,1283,1451,31.67444365,120.7658911,0.40850112,0.44040266,3148,66,1223,2183,1322,
1_2_LE07_119038_20040803_00003df56065d95e53df_0,Changshu1,1,1196,1417,31.67444365,120.7658911,0.4287411,0.47036058,3609,66,1300,2438,1443,
1_1_LT05_119038_20040811_00003df56065d95e53df_0,Changshu1,1,975,1316,31.67444365,120.7658911,0.38188073,0.5040566,3615,66,1192,2623,1617,
1_2_LE07_119038_20040819_00003df56065d95e53df_0,Changshu1,1,1033,1221,31.67444365,120.7658911,0.2869208,0.39554456,2819,66,1221,2357,1562,
1_1_LT05_119038_20040827_00003df56065d95e53df_0,Changshu1,1,841,1205,31.67444365,120.7658911,0.4572507,0.52889097,3281,66,1011,2156,1222,
1_1_LT05_119038_20040928_00003df56065d95e53df_0,Changshu1,1,1816,2086,31.67444365,120.7658911,0.2302439,0.2726661,3783,66,2162,3238,2367,
1_1_LT05_119038_20041014_00003df56065d95e53df_0,Changshu1,1,1238,1450,31.67444365,120.7658911,0.2071624,0.23291847,2427,66,1510,2095,1594,
1_2_LE07_119038_20041022_00003df56065d95e53df_0,Changshu1,1,2040,2094,31.67444365,120.7658911,0.20191796,0.062396985,2256,66,1991,1994,1498,
1_1_LT05_119038_20041115_00003df56065d95e53df_0,Changshu1,1,1065,1209,31.67444365,120.7658911,0.26334518,0.21036482,1775,66,1158,1660,1035,
1_2_LE07_119038_20041123_00003df56065d95e53df_0,Changshu1,1,972,1138,31.67444365,120.7658911,0.13643089,0.23791103,1920,66,1182,1967,1459,
1_2_LE07_119038_20041209_00003df56065d95e53df_0,Changshu1,1,833,986,31.67444365,120.7658911,0.19904363,0.26481715,2006,66,1166,1799,1340,
1_1_LT05_119038_20041217_00003df56065d95e53df_0,Changshu1,1,1342,1565,31.67444365,120.7658911,0.18936294,0.16552119,2035,66,1457,1945,1387,
1_2_LE07_119038_20041225_00003df56065d95e53df_0,Changshu1,1,1353,1444,31.67444365,120.7658911,0.27852136,0.18104209,2006,66,1391,1671,1132,
1_1_LT05_119038_20050219_00003df56065d95e53df_0,Changshu1,1,976,1223,31.67444365,120.7658911,0.23591782,0.23142952,1865,66,1164,1472,1153,
1_1_LT05_119038_20050307_00003df56065d95e53df_0,Changshu1,1,1038,1243,31.67444365,120.7658911,0.09769297,0.14668253,1927,66,1434,2030,1584,
1_1_LT05_119038_20050323_00003df56065d95e53df_0,Changshu1,1,1167,1349,31.67444365,120.7658911,0.18623482,0.22740874,2051,66,1291,1785,1407,
1_1_LT05_119038_20050408_00003df56065d95e53df_0,Changshu1,1,1342,1595,31.67444365,120.7658911,0.18461539,0.20107238,2464,66,1639,2086,1696,
1_2_LE07_119038_20050502_00003df56065d95e53df_0,Changshu1,1,1050,1367,31.67444365,120.7658911,0.316,0.32427672,2632,66,1343,1867,1368,
1_1_LT05_119038_20050510_00003df56065d95e53df_0,Changshu1,1,1077,1564,31.67444365,120.7658911,0.3092455,0.3622291,3080,66,1442,2171,1625,
1_2_LE07_119038_20050603_00003df56065d95e53df_0,Changshu1,1,1885,2001,31.67444365,120.7658911,0.16972236,0.05854468,2233,66,1986,2090,1585,
1_2_LE07_119038_20050619_00003df56065d95e53df_0,Changshu1,1,1327,1506,31.67444365,120.7658911,0.14637208,0.1921671,2283,66,1547,2236,1700,
1_1_LT05_119038_20050729_00003df56065d95e53df_0,Changshu1,1,861,980,31.67444365,120.7658911,0.5879765,0.38846153,2166,66,954,999,562,
1_1_LT05_119038_20050915_00003df56065d95e53df_0,Changshu1,1,1403,1582,31.67444365,120.7658911,0.34478757,0.3059752,2896,66,1539,2115,1411,
1_2_LE07_119038_20051009_00003df56065d95e53df_0,Changshu1,1,862,1078,31.67444365,120.7658911,0.3084461,0.41437578,2804,66,1161,2269,1482,
1_1_LT05_119038_20051017_00003df56065d95e53df_0,Changshu1,1,1419,1627,31.67444365,120.7658911,0.20994046,0.19784726,2337,66,1565,2033,1526,
1_1_LT05_119038_20051118_00003df56065d95e53df_0,Changshu1,1,1276,1451,31.67444365,120.7658911,0.1156356,0.18788216,2137,66,1461,2169,1694,
1_2_LE07_119038_20051126_00003df56065d95e53df_0,Changshu1,1,1049,1237,31.67444365,120.7658911,0.080918536,0.1856072,1977,66,1358,2031,1681,
1_2_LE07_119038_20060214_00003df56065d95e53df_0,Changshu1,1,1677,1741,31.67444365,120.7658911,0.09318894,0.049808428,1918,66,1736,1972,1591,
1_2_LE07_119038_20060302_00003df56065d95e53df_0,Changshu1,1,1087,1297,31.67444365,120.7658911,0.06234551,0.1323185,1934,66,1482,1996,1707,
1_2_LE07_119038_20060318_00003df56065d95e53df_0,Changshu1,1,1363,1459,31.67444365,120.7658911,0.1149954,0.09749472,1818,66,1495,1695,1443,
1_2_LE07_119038_20060521_00003df56065d95e53df_0,Changshu1,1,987,1363,31.67444365,120.7658911,0.19431052,0.23050174,2477,66,1549,2189,1671,
1_1_LT05_119038_20060801_00003df56065d95e53df_0,Changshu1,1,1464,1627,31.67444365,120.7658911,0.18846816,0.29488984,2762,66,1504,2469,1886,
1_1_LT05_119038_20060817_00003df56065d95e53df_0,Changshu1,1,1408,1568,31.67444365,120.7658911,0.20129171,0.27542856,2790,66,1585,2598,1855,
1_1_LT05_119038_20060918_00003df56065d95e53df_0,Changshu1,1,1108,1334,31.67444365,120.7658911,0.06932966,0.20548654,2329,66,1535,2498,2027,
1_2_LE07_119038_20060926_00003df56065d95e53df_0,Changshu1,1,1321,1584,31.67444365,120.7658911,0.04428997,0.20073076,2629,66,1750,2856,2406,
1_1_LT05_119038_20061223_00003df56065d95e53df_0,Changshu1,1,1338,1460,31.67444365,120.7658911,0.01897168,0.1010101,1853,66,1513,2124,1784,
1_1_LT05_119038_20070124_00003df56065d95e53df_0,Changshu1,1,1423,1466,31.67444365,120.7658911,0.089717045,0.026657997,1579,66,1497,1607,1319,
1_1_LT05_118038_20070202_00003df56065d95e53df_0,Changshu1,1,1275,1486,31.67444365,120.7658911,-0.030772958,0.12422709,2000,66,1558,2458,2127,
1_1_LT05_119038_20070313_00003df56065d95e53df_0,Changshu1,1,1627,1836,31.67444365,120.7658911,0.028442439,0.11941032,2278,66,1792,2502,2152,
1_2_LE07_119038_20070321_00003df56065d95e53df_0,Changshu1,1,1067,1281,31.67444365,120.7658911,-0.026107226,0.16899832,2089,66,1485,2417,2201,
1_1_LT05_118038_20070322_00003df56065d95e53df_0,Changshu1,1,1307,1415,31.67444365,120.7658911,0.11342894,0.10051546,1708,66,1396,1694,1360,
1_1_LT05_119038_20070329_00003df56065d95e53df_0,Changshu1,1,1258,1499,31.67444365,120.7658911,0.025989229,0.14802201,2191,66,1626,2320,2080,
1_2_LE07_119038_20070508_00003df56065d95e53df_0,Changshu1,1,1132,1364,31.67444365,120.7658911,0.04415372,0.21967526,2554,66,1634,2773,2338,
1_2_LE07_119038_20070913_00003df56065d95e53df_0,Changshu1,1,1832,1847,31.67444365,120.7658911,0.21252882,0.27758655,3155,66,1784,2786,2049,
1_1_LT05_119038_20080212_00003df56065d95e53df_0,Changshu1,1,1303,1521,31.67444365,120.7658911,0.13587488,0.065729134,1743,66,1528,1642,1326,
1_1_LT05_119038_20080228_00003df56065d95e53df_0,Changshu1,1,1132,1335,31.67444365,120.7658911,0.004928806,0.13097073,1835,66,1410,2114,1817,
1_2_LE07_119038_20080323_00003df56065d95e53df_0,Changshu1,1,1249,1345,31.67444365,120.7658911,0.07785818,0.12033694,1862,66,1462,1920,1593,
1_2_LE07_119038_20080424_00003df56065d95e53df_0,Changshu1,1,1095,1297,31.67444365,120.7658911,0.05899778,0.19531903,2145,66,1444,2238,1906,
1_1_LT05_119038_20080502_00003df56065d95e53df_0,Changshu1,1,1110,1492,31.67444365,120.7658911,0.0988764,0.1997056,2445,66,1631,2428,2005,
1_1_LT05_119038_20080603_00003df56065d95e53df_0,Changshu1,1,1421,1692,31.67444365,120.7658911,0.11111111,0.16770187,2350,66,1675,2434,1880,
1_1_LT05_119038_20080705_00003df56065d95e53df_0,Changshu1,1,782,1168,31.67444365,120.7658911,0.22525805,0.22377199,2018,66,1280,1820,1276,
1_1_LT05_119038_20080721_00003df56065d95e53df_0,Changshu1,1,1643,1923,31.67444365,120.7658911,0.25535202,0.21486545,2844,66,1838,2284,1687,
1_2_LE07_119038_20080814_00003df56065d95e53df_0,Changshu1,1,1971,1951,31.67444365,120.7658911,0.20391272,0.12254444,2400,66,1876,2274,1587,
1_1_LT05_119038_20080822_00003df56065d95e53df_0,Changshu1,1,1178,1731,31.67444365,120.7658911,0.32096475,0.28365386,3204,66,1788,2112,1647,
1_2_LE07_119038_20081118_00003df56065d95e53df_0,Changshu1,1,913,1209,31.67444365,120.7658911,0.19962157,0.30654302,2536,66,1346,2450,1692,
1_1_LT05_119038_20081212_00003df56065d95e53df_0,Changshu1,1,1158,1349,31.67444365,120.7658911,0.10633894,0.13481954,2138,66,1630,2230,1727,
1_2_LE07_119038_20090326_00003df56065d95e53df_0,Changshu1,1,961,1081,31.67444365,120.7658911,0.2550444,0.15699404,1555,66,1133,1256,923,
1_2_LE07_119038_20090411_00003df56065d95e53df_0,Changshu1,1,1063,1273,31.67444365,120.7658911,0.115867846,0.24442138,2398,66,1456,2369,1900,
1_2_LE07_119038_20090427_00003df56065d95e53df_0,Changshu1,1,991,1220,31.67444365,120.7658911,0.19437733,0.32763672,2719,66,1377,2340,1834,
1_2_LE07_119038_20090529_00003df56065d95e53df_0,Changshu1,1,1194,1407,31.67444365,120.7658911,0.10289064,0.2505157,2728,66,1635,2670,2219,
1_1_LT05_119038_20090606_00003df56065d95e53df_0,Changshu1,1,1220,1465,31.67444365,120.7658911,0.19103268,0.26398382,2497,66,1454,2320,1696,
1_1_LT05_119038_20090825_00003df56065d95e53df_0,Changshu1,1,1897,2119,31.67444365,120.7658911,0.24875323,0.21506211,3130,66,2022,2494,1883,
1_2_LE07_119038_20091020_00003df56065d95e53df_0,Changshu1,1,889,1016,31.67444365,120.7658911,0.2234886,0.3565934,2469,66,1171,2206,1567,
1_2_LE07_119038_20091121_00003df56065d95e53df_0,Changshu1,1,1309,1319,31.67444365,120.7658911,0.24847747,0.22864848,2050,66,1287,1934,1234,
1_2_LE07_119038_20100124_00003df56065d95e53df_0,Changshu1,1,1602,1545,31.67444365,120.7658911,0.10746812,0.061390746,1824,66,1613,1786,1470,
1_2_LE07_119038_20100430_00003df56065d95e53df_0,Changshu1,1,1001,1279,31.67444365,120.7658911,0.1699299,0.29723933,2420,66,1311,2283,1717,
1_1_LT05_119038_20100524_00003df56065d95e53df_0,Changshu1,1,876,1097,31.67444365,120.7658911,0.23820536,0.41790253,2677,66,1099,2205,1647,
1_2_LE07_119038_20100719_00003df56065d95e53df_0,Changshu1,1,1360,1419,31.67444365,120.7658911,0.34262845,0.3245033,2600,66,1326,2084,1273,
1_1_LT05_119038_20100812_00003df56065d95e53df_0,Changshu1,1,1464,1540,31.67444365,120.7658911,0.2468638,0.30442935,2783,66,1484,2520,1681,
1_2_LE07_119038_20100820_00003df56065d95e53df_0,Changshu1,1,760,1013,31.67444365,120.7658911,0.2920137,0.4261763,2637,66,1061,2217,1445,
1_2_LE07_119038_20100921_00003df56065d95e53df_0,Changshu1,1,759,1021,31.67444365,120.7658911,0.21233046,0.37896213,2458,66,1107,2303,1597,
1_1_LT05_119038_20101031_00003df56065d95e53df_0,Changshu1,1,1602,1642,31.67444365,120.7658911,0.22364478,0.18366271,2246,66,1549,2105,1425,
1_1_LT05_119038_20101202_00003df56065d95e53df_0,Changshu1,1,933,1028,31.67444365,120.7658911,0.18211488,0.18559738,1811,66,1244,1874,1253,
1_2_LE07_119038_20101210_00003df56065d95e53df_0,Changshu1,1,1023,1071,31.67444365,120.7658911,0.15478677,0.21914357,1936,66,1240,1829,1417,
1_1_LT05_119038_20101218_00003df56065d95e53df_0,Changshu1,1,860,1033,31.67444365,120.7658911,0.17640321,0.2753803,2054,66,1167,2086,1438,
1_1_LT05_119038_20110103_00003df56065d95e53df_0,Changshu1,1,1556,1513,31.67444365,120.7658911,0.16348931,0.14399318,2014,66,1507,2069,1448,
1_2_LE07_119038_20110111_00003df56065d95e53df_0,Changshu1,1,1253,1351,31.67444365,120.7658911,0.12503512,0.1595714,2002,66,1451,2074,1557,
1_1_LT05_119038_20110204_00003df56065d95e53df_0,Changshu1,1,1104,1151,31.67444365,120.7658911,0.1170973,0.203435,2032,66,1345,2327,1606,
1_1_LT05_119038_20110220_00003df56065d95e53df_0,Changshu1,1,1440,1506,31.67444365,120.7658911,0.2042819,0.12033195,2025,66,1590,1852,1338,
1_1_LT05_119038_20110324_00003df56065d95e53df_0,Changshu1,1,1399,1562,31.67444365,120.7658911,0.16139497,0.14194578,2148,66,1614,2038,1551,
1_2_LE07_119038_20110401_00003df56065d95e53df_0,Changshu1,1,998,1195,31.67444365,120.7658911,0.12827225,0.26652953,2155,66,1248,2182,1665,
1_1_LT05_119038_20110409_00003df56065d95e53df_0,Changshu1,1,1410,1525,31.67444365,120.7658911,0.19436924,0.19501625,2206,66,1486,1984,1488,
1_2_LE07_119038_20110417_00003df56065d95e53df_0,Changshu1,1,907,1112,31.67444365,120.7658911,0.21495327,0.33744857,2275,66,1127,2012,1470,
1_1_LT05_119038_20110425_00003df56065d95e53df_0,Changshu1,1,1100,1295,31.67444365,120.7658911,0.19245672,0.24925575,2308,66,1387,2059,1563,
1_2_LE07_119038_20110722_00003df56065d95e53df_0,Changshu1,1,1086,1244,31.67444365,120.7658911,0.26060885,0.39723927,2733,66,1179,2407,1603,
1_1_LT05_119038_20110730_00003df56065d95e53df_0,Changshu1,1,891,1121,31.67444365,120.7658911,0.33716053,0.42594773,3028,66,1219,2426,1501,
1_2_LE07_119038_20110908_00003df56065d95e53df_0,Changshu1,1,2110,2050,31.67444365,120.7658911,0.26347157,0.14260049,2544,66,1909,2295,1483,
1_1_LT05_119038_20110916_00003df56065d95e53df_0,Changshu1,1,1043,1183,31.67444365,120.7658911,0.30886534,0.3601934,2532,66,1191,2067,1337,
1_2_LE07_119038_20111111_00003df56065d95e53df_0,Changshu1,1,1191,1287,31.67444365,120.7658911,0.26658836,0.25735936,2157,66,1274,1868,1249,
1_2_LE07_119038_20111127_00003df56065d95e53df_0,Changshu1,1,954,1080,31.67444365,120.7658911,0.2876547,0.35042736,2133,66,1026,1808,1180,
1_2_LE07_119038_20120403_00003df56065d95e53df_0,Changshu1,1,817,1030,31.67444365,120.7658911,0.14439365,0.33458763,2128,66,1061,2134,1591,
1_2_LE07_119038_20120505_00003df56065d95e53df_0,Changshu1,1,1016,1190,31.67444365,120.7658911,0.2922455,0.36572343,2558,66,1188,2066,1401,
1_2_LE07_119038_20121028_00003df56065d95e53df_0,Changshu1,1,1439,1477,31.67444365,120.7658911,0.14891146,0.1661756,1979,66,1415,2094,1466,
1_2_LE07_119038_20121113_00003df56065d95e53df_0,Changshu1,1,990,1158,31.67444365,120.7658911,0.20264184,0.26691967,2003,66,1159,1857,1328,
1_2_LE07_119038_20121129_00003df56065d95e53df_0,Changshu1,1,905,1093,31.67444365,120.7658911,0.18096393,0.26493508,1948,66,1132,1833,1351,
1_2_LE07_119038_20130321_00003df56065d95e53df_0,Changshu1,1,835,980,31.67444365,120.7658911,0.19737592,0.33354512,2099,66,1049,2007,1407,
2_LC08_119038_20130325_00003df56065d95e53df_0,Changshu1,1,627,958,31.67444365,120.7658911,0.23577236,0.38136968,2128,322,953,1784,1316,
2_LC08_119038_20130414_00003df56065d95e53df_0,Changshu1,1,723,992,31.67444365,120.7658911,0.3091013,0.38690114,2287,322,1011,1657,1207,
1_2_LE07_119038_20130711_00003df56065d95e53df_0,Changshu1,1,955,1142,31.67444365,120.7658911,0.3733656,0.42333752,2836,66,1149,2271,1294,
2_LC08_119038_20130719_00003df56065d95e53df_0,Changshu1,1,478,849,31.67444365,120.7658911,0.34250614,0.53915495,2732,322,818,2008,1338,
1_2_LE07_119038_20130812_00003df56065d95e53df_0,Changshu1,1,759,1016,31.67444365,120.7658911,0.34355676,0.41679707,2716,66,1118,2304,1327,
2_LC08_119038_20131023_00003df56065d95e53df_0,Changshu1,1,537,852,31.67444365,120.7658911,0.35545024,0.5010806,2431,322,808,1725,1156,
2_LC08_119038_20131108_00003df56065d95e53df_0,Changshu1,1,332,1278,31.67444365,120.7658911,0.24351676,0.23920579,1966,322,1207,1627,1196,
1_2_LE07_119038_20131116_00003df56065d95e53df_0,Changshu1,1,926,1122,31.67444365,120.7658911,0.3493425,0.33597508,2360,66,1173,1833,1138,
1_2_LE07_119038_20131202_00003df56065d95e53df_0,Changshu1,1,1138,1305,31.67444365,120.7658911,0.30927834,0.2810311,2286,66,1283,1831,1206,
1_2_LE07_119038_20140119_00003df56065d95e53df_0,Changshu1,1,1232,1317,31.67444365,120.7658911,0.1956082,0.18771528,2069,66,1415,1961,1392,
2_LC08_119038_20140127_00003df56065d95e53df_0,Changshu1,1,525,902,31.67444365,120.7658911,0.2272596,0.3277101,2125,322,1076,1785,1338,
2_LC08_119038_20140316_00003df56065d95e53df_0,Changshu1,1,641,913,31.67444365,120.7658911,0.20296392,0.32505322,1867,322,951,1656,1237,
1_2_LE07_119038_20140409_00003df56065d95e53df_0,Changshu1,1,1374,1459,31.67444365,120.7658911,0.27233586,0.24617818,2364,66,1430,1883,1352,
1_2_LE07_119038_20140527_00003df56065d95e53df_0,Changshu1,1,890,1141,31.67444365,120.7658911,0.2725537,0.3706941,2666,66,1224,2130,1524,
2_LC08_119038_20140722_00003df56065d95e53df_0,Changshu1,1,400,769,31.67444365,120.7658911,0.41913852,0.6254062,2751,322,634,1866,1126,
1_2_LE07_119038_20141002_00003df56065d95e53df_0,Changshu1,1,950,1082,31.67444365,120.7658911,0.3635884,0.42173314,2584,66,1051,1891,1206,
2_LC08_119038_20141010_00003df56065d95e53df_0,Changshu1,1,577,906,31.67444365,120.7658911,0.3029714,0.47408107,2346,322,837,1868,1255,
1_2_LE07_119038_20141018_00003df56065d95e53df_0,Changshu1,1,627,910,31.67444365,120.7658911,0.32993835,0.45898265,2481,66,920,1914,1250,
2_LC08_119038_20141026_00003df56065d95e53df_0,Changshu1,1,529,807,31.67444365,120.7658911,0.28817976,0.40333453,1978,322,841,1589,1093,
1_2_LE07_119038_20141103_00003df56065d95e53df_0,Changshu1,1,756,952,31.67444365,120.7658911,0.25684404,0.3804054,2043,66,917,1812,1208,
2_LC08_119038_20141111_00003df56065d95e53df_0,Changshu1,1,540,842,31.67444365,120.7658911,0.26384366,0.4022407,1940,322,827,1548,1130,
1_2_LE07_119038_20141119_00003df56065d95e53df_0,Changshu1,1,1234,1328,31.67444365,120.7658911,0.2735254,0.2735254,2321,66,1324,1980,1324,
1_2_LE07_119038_20141205_00003df56065d95e53df_0,Changshu1,1,691,900,31.67444365,120.7658911,0.28405797,0.4299548,2215,66,883,1742,1235,
2_LC08_119038_20141229_00003df56065d95e53df_0,Changshu1,1,682,1011,31.67444365,120.7658911,0.13908629,0.2086176,1683,322,1102,1622,1272,
2_LC08_119038_20150522_00003df56065d95e53df_0,Changshu1,1,642,991,31.67444365,120.7658911,0.33186814,0.43857566,2424,322,946,1778,1216,
1_2_LE07_119038_20150903_00003df56065d95e53df_0,Changshu1,1,884,1055,31.67444365,120.7658911,0.25495175,0.38898256,2471,66,1087,2208,1467,
2_LC08_119038_20150927_00003df56065d95e53df_0,Changshu1,1,253,498,31.67444365,120.7658911,0.45334685,0.5309829,1433,322,439,860,539,
2_LC08_119038_20151013_00003df56065d95e53df_0,Changshu1,1,619,927,31.67444365,120.7658911,0.312146,0.4169215,2085,322,858,1718,1093,
2_LC08_119038_20151114_00003df56065d95e53df_0,Changshu1,1,795,1312,31.67444365,120.7658911,0.29802212,0.20585488,1936,322,1275,1523,1047,
2_LC08_119038_20151130_00003df56065d95e53df_0,Changshu1,1,595,958,31.67444365,120.7658911,0.28219765,0.3237569,1797,322,918,1529,1006,
1_2_LE07_119038_20151208_00003df56065d95e53df_0,Changshu1,1,765,927,31.67444365,120.7658911,0.2970238,0.36957887,2179,66,1003,1800,1181,
2_LC08_119038_20160101_00003df56065d95e53df_0,Changshu1,1,555,837,31.67444365,120.7658911,0.26541555,0.33758414,1888,322,935,1539,1096,
1_2_LE07_119038_20160109_00003df56065d95e53df_0,Changshu1,1,1375,1432,31.67444365,120.7658911,0.2294455,0.16696915,1929,66,1377,1792,1209,
2_LC08_119038_20160202_00003df56065d95e53df_0,Changshu1,1,681,998,31.67444365,120.7658911,0.23026793,0.2262721,1699,322,1072,1448,1063,
2_LC08_119038_20160305_00003df56065d95e53df_0,Changshu1,1,715,1036,31.67444365,120.7658911,0.1745283,0.25170556,1743,322,1042,1639,1225,
2_LC08_119038_20160422_00003df56065d95e53df_0,Changshu1,1,554,848,31.67444365,120.7658911,0.35792735,0.52402025,2411,322,753,1685,1140,
1_2_LE07_119038_20160430_00003df56065d95e53df_0,Changshu1,1,859,1059,31.67444365,120.7658911,0.3437816,0.44535074,2658,66,1020,1949,1298,
1_2_LE07_119038_20160516_00003df56065d95e53df_0,Changshu1,1,755,1002,31.67444365,120.7658911,0.27394208,0.43358395,2574,66,1017,2250,1467,
1_2_LE07_119038_20160617_00003df56065d95e53df_0,Changshu1,1,852,1008,31.67444365,120.7658911,0.33069214,0.46410257,2855,66,1045,2284,1436,
2_LC08_119038_20160727_00003df56065d95e53df_0,Changshu1,1,575,883,31.67444365,120.7658911,0.35840324,0.47256193,2348,322,841,1790,1109,
2_LC08_119038_20160812_00003df56065d95e53df_0,Changshu1,1,603,1030,31.67444365,120.7658911,0.41170937,0.53515726,3002,322,909,2129,1251,
2_LC08_119038_20160828_00003df56065d95e53df_0,Changshu1,1,528,747,31.67444365,120.7658911,0.33791918,0.5254902,2334,322,726,1757,1155,
2_LC08_119038_20161202_00003df56065d95e53df_0,Changshu1,1,518,755,31.67444365,120.7658911,0.36187026,0.47978532,2068,322,727,1514,969,
1_2_LE07_119038_20170212_00003df56065d95e53df_0,Changshu1,1,805,1023,31.67444365,120.7658911,0.16641946,0.27414128,1966,66,1120,1991,1405,
1_2_LE07_119038_20170228_00003df56065d95e53df_0,Changshu1,1,955,1102,31.67444365,120.7658911,0.1769961,0.30244052,2108,66,1129,2010,1474,
2_LC08_119038_20170308_00003df56065d95e53df_0,Changshu1,1,632,969,31.67444365,120.7658911,0.1782739,0.27011493,1768,322,1016,1635,1233,
2_LC08_119038_20170511_00003df56065d95e53df_0,Changshu1,1,692,1042,31.67444365,120.7658911,0.25688073,0.35727555,2192,322,1038,1811,1296,
2_LC08_119038_20170527_00003df56065d95e53df_0,Changshu1,1,575,903,31.67444365,120.7658911,0.29442832,0.45849448,2451,322,910,1898,1336,
2_LC08_119038_20170714_00003df56065d95e53df_0,Changshu1,1,634,998,31.67444365,120.7658911,0.39809525,0.46340075,2569,322,942,1885,1106,
1_2_LE07_119038_20170722_00003df56065d95e53df_0,Changshu1,1,970,1299,31.67444365,120.7658911,0.2776582,0.3524721,2968,66,1421,2546,1678,
2_LC08_119038_20170916_00003df56065d95e53df_0,Changshu1,1,346,630,31.67444365,120.7658911,0.51282716,0.7190813,2919,322,477,1699,940,
1_2_LE07_119038_20171010_00003df56065d95e53df_0,Changshu1,1,805,1036,31.67444365,120.7658911,0.41146627,0.4700132,2782,66,1003,1965,1160,
2_LC08_119038_20171103_00003df56065d95e53df_0,Changshu1,1,544,850,31.67444365,120.7658911,0.2544694,0.39983022,1649,322,707,1470,980,
1_2_LE07_119038_20171111_00003df56065d95e53df_0,Changshu1,1,683,887,31.67444365,120.7658911,0.29757345,0.36330092,2032,66,949,1753,1100,
1_2_LE07_119038_20171127_00003df56065d95e53df_0,Changshu1,1,798,984,31.67444365,120.7658911,0.32409793,0.361829,2055,66,963,1737,1049,
1_2_LE07_119038_20171213_00003df56065d95e53df_0,Changshu1,1,1258,1347,31.67444365,120.7658911,0.25466892,0.2268954,2217,66,1397,1967,1317,
2_LC08_119038_20171221_00003df56065d95e53df_0,Changshu1,1,615,824,31.67444365,120.7658911,0.202977,0.3429003,1778,322,870,1693,1178,
1_1_LT05_119038_19840516_00002e2af14e3e1aa71b_0,Changshu2,2,468,808,31.65670372,120.7726424,0.76938283,0.74561214,4028,66,587,1151,525,
1_1_LT05_119038_19840804_00002e2af14e3e1aa71b_0,Changshu2,2,458,721,31.65670372,120.7726424,0.64453524,0.36672327,1610,66,746,672,348,
1_1_LT05_118038_19840914_00002e2af14e3e1aa71b_0,Changshu2,2,550,765,31.65670372,120.7726424,0.68284076,0.75120497,3815,66,542,1624,719,
1_1_LT05_119038_19850111_00002e2af14e3e1aa71b_0,Changshu2,2,878,1035,31.65670372,120.7726424,0.34277844,0.30328494,1706,66,912,1334,835,
1_1_LT05_119038_19850417_00002e2af14e3e1aa71b_0,Changshu2,2,943,1093,31.65670372,120.7726424,0.62879175,0.5389847,3168,66,949,1371,722,
1_1_LT05_119038_19850722_00002e2af14e3e1aa71b_0,Changshu2,2,713,1060,31.65670372,120.7726424,0.5625129,0.6628672,3793,66,769,2202,1062,
1_1_LT05_119038_19860303_00002e2af14e3e1aa71b_0,Changshu2,2,711,992,31.65670372,120.7726424,0.096932516,0.24642733,1788,66,1081,1772,1472,
